,pChEMBL,Data validity comment,Assay ChEMBL ID,confidence_score,MOA,Direct interaction (1/0)?,Disease efficacy (1/0)?,Molecule ChEMBL ID,Preferred name,Molecule type,Max phase,Availability (2/1/0/-1/-2)?,Therapeutic (1/0)?,First-in-class (1/0/-1)?,Chemical probe (1/0)?,Orphan (1/0/-1)?,Canonical SMILES,Molecular weight of full compound,Molecular formula of full compound,Parent compound ChEMBL ID,Active ingredient ChEMBL ID,Target ChEMBL ID,Active ingredient of prodrug?
1877984,6.62,,CHEMBL5035389,9,,,,CHEMBL5082892,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1110.24,C53H71N15O12,CHEMBL5082892,CHEMBL5082892,CHEMBL233,No
1877986,6.78,,CHEMBL5035389,9,,,,CHEMBL5085013,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085013,CHEMBL5085013,CHEMBL233,No
1877987,6.23,,CHEMBL5035389,9,,,,CHEMBL5086463,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5086463,CHEMBL5086463,CHEMBL233,No
1877988,7.14,,CHEMBL5035389,9,,,,CHEMBL5086601,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5086601,CHEMBL5086601,CHEMBL233,No
1877989,7.03,,CHEMBL5035389,9,,,,CHEMBL5085455,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085455,CHEMBL5085455,CHEMBL233,No
1877990,6.77,,CHEMBL5035389,9,,,,CHEMBL5094675,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1138.3,C55H75N15O12,CHEMBL5094675,CHEMBL5094675,CHEMBL233,No
1877991,7.42,,CHEMBL5035389,9,,,,CHEMBL5091560,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1124.27,C54H73N15O12,CHEMBL5091560,CHEMBL5091560,CHEMBL233,No
1877992,6.62,,CHEMBL5035389,9,,,,CHEMBL5082892,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1110.24,C53H71N15O12,CHEMBL5082892,CHEMBL5082892,CHEMBL233,No
1877994,7.41,,CHEMBL5035391,9,,,,CHEMBL5085455,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085455,CHEMBL5085455,CHEMBL237,No
1877995,6.5,,CHEMBL5035391,9,,,,CHEMBL5086601,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5086601,CHEMBL5086601,CHEMBL237,No
1877996,7.09,,CHEMBL5035391,9,,,,CHEMBL5090298,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CC(=O)NCCCC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5090298,CHEMBL5090298,CHEMBL237,No
1877997,6.86,,CHEMBL5035391,9,,,,CHEMBL5094675,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1138.3,C55H75N15O12,CHEMBL5094675,CHEMBL5094675,CHEMBL237,No
1877998,7.15,,CHEMBL5035391,9,,,,CHEMBL5091560,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1124.27,C54H73N15O12,CHEMBL5091560,CHEMBL5091560,CHEMBL237,No
1877999,6.87,,CHEMBL5035391,9,,,,CHEMBL5082892,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1110.24,C53H71N15O12,CHEMBL5082892,CHEMBL5082892,CHEMBL237,No
1878001,7.41,,CHEMBL5035391,9,,,,CHEMBL5085455,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085455,CHEMBL5085455,CHEMBL237,No
1878002,6.5,,CHEMBL5035391,9,,,,CHEMBL5086601,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5086601,CHEMBL5086601,CHEMBL237,No
1878003,7.09,,CHEMBL5035391,9,,,,CHEMBL5090298,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CC(=O)NCCCC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5090298,CHEMBL5090298,CHEMBL237,No
1878004,6.86,,CHEMBL5035391,9,,,,CHEMBL5094675,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1138.3,C55H75N15O12,CHEMBL5094675,CHEMBL5094675,CHEMBL237,No
1878005,7.15,,CHEMBL5035391,9,,,,CHEMBL5091560,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1124.27,C54H73N15O12,CHEMBL5091560,CHEMBL5091560,CHEMBL237,No
1878006,6.86,,CHEMBL5035391,9,,,,CHEMBL5082892,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1110.24,C53H71N15O12,CHEMBL5082892,CHEMBL5082892,CHEMBL237,No
1878008,6.26,,CHEMBL5035393,9,,,,CHEMBL5085455,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085455,CHEMBL5085455,CHEMBL236,No
1878009,7.55,,CHEMBL5035393,9,,,,CHEMBL5086601,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5086601,CHEMBL5086601,CHEMBL236,No
1878010,6.04,,CHEMBL5035393,9,,,,CHEMBL5085013,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085013,CHEMBL5085013,CHEMBL236,No
1878011,6.24,,CHEMBL5035393,9,,,,CHEMBL5086463,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5086463,CHEMBL5086463,CHEMBL236,No
1878012,7.13,,CHEMBL5035393,9,,,,CHEMBL5090298,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CC(=O)NCCCC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5090298,CHEMBL5090298,CHEMBL236,No
1878013,6.18,,CHEMBL5035393,9,,,,CHEMBL5094675,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1138.3,C55H75N15O12,CHEMBL5094675,CHEMBL5094675,CHEMBL236,No
1878014,7.02,,CHEMBL5035393,9,,,,CHEMBL5091560,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1124.27,C54H73N15O12,CHEMBL5091560,CHEMBL5091560,CHEMBL236,No
1878015,6.43,,CHEMBL5035393,9,,,,CHEMBL5082892,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1110.24,C53H71N15O12,CHEMBL5082892,CHEMBL5082892,CHEMBL236,No
1878017,6.26,,CHEMBL5035393,9,,,,CHEMBL5085455,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085455,CHEMBL5085455,CHEMBL236,No
1878018,7.55,,CHEMBL5035393,9,,,,CHEMBL5086601,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5086601,CHEMBL5086601,CHEMBL236,No
1878019,6.04,,CHEMBL5035393,9,,,,CHEMBL5085013,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085013,CHEMBL5085013,CHEMBL236,No
1878020,6.24,,CHEMBL5035393,9,,,,CHEMBL5086463,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5086463,CHEMBL5086463,CHEMBL236,No
1878021,7.13,,CHEMBL5035393,9,,,,CHEMBL5090298,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CC(=O)NCCCC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5090298,CHEMBL5090298,CHEMBL236,No
1878022,6.18,,CHEMBL5035393,9,,,,CHEMBL5094675,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1138.3,C55H75N15O12,CHEMBL5094675,CHEMBL5094675,CHEMBL236,No
1878023,7.02,,CHEMBL5035393,9,,,,CHEMBL5091560,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1124.27,C54H73N15O12,CHEMBL5091560,CHEMBL5091560,CHEMBL236,No
1878024,6.43,,CHEMBL5035393,9,,,,CHEMBL5082892,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1110.24,C53H71N15O12,CHEMBL5082892,CHEMBL5082892,CHEMBL236,No
1878026,6.24,,CHEMBL5035395,9,,,,CHEMBL5085455,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085455,CHEMBL5085455,CHEMBL5951,No
1878027,7.54,,CHEMBL5035395,9,,,,CHEMBL5086601,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5086601,CHEMBL5086601,CHEMBL5951,No
1878028,6.98,,CHEMBL5035395,9,,,,CHEMBL5085013,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085013,CHEMBL5085013,CHEMBL5951,No
1878029,6.28,,CHEMBL5035395,9,,,,CHEMBL5086463,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5086463,CHEMBL5086463,CHEMBL5951,No
1878030,6.65,,CHEMBL5035395,9,,,,CHEMBL5090298,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CC(=O)NCCCC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5090298,CHEMBL5090298,CHEMBL5951,No
1878031,6.36,,CHEMBL5035395,9,,,,CHEMBL5094675,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1138.3,C55H75N15O12,CHEMBL5094675,CHEMBL5094675,CHEMBL5951,No
1878032,6.74,,CHEMBL5035395,9,,,,CHEMBL5091560,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1124.27,C54H73N15O12,CHEMBL5091560,CHEMBL5091560,CHEMBL5951,No
1878033,7.05,,CHEMBL5035395,9,,,,CHEMBL5082892,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1110.24,C53H71N15O12,CHEMBL5082892,CHEMBL5082892,CHEMBL5951,No
1878035,6.24,,CHEMBL5035395,9,,,,CHEMBL5085455,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085455,CHEMBL5085455,CHEMBL5951,No
1878036,7.54,,CHEMBL5035395,9,,,,CHEMBL5086601,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5086601,CHEMBL5086601,CHEMBL5951,No
1878037,6.98,,CHEMBL5035395,9,,,,CHEMBL5085013,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1,1152.32,C56H77N15O12,CHEMBL5085013,CHEMBL5085013,CHEMBL5951,No
